
Term A,Term B,conjunction,A~B,B~A,disjunction,conj/disj
("Straight gyrus" OR "gyrus rectus"),Subthalam*,0,130,4129,4259,0.0
"Superior frontal",Subthalam*,6,1085,4123,5208,0.00115207373272
Suprachiasmatic,("Ventral anterior" AND (nuclei OR nucleus)),2,6024,235,6259,0.000319539862598
"Posterior parietal","Superior temporal",130,2024,3977,6001,0.0216630561573
Temporoparietal,"Zona incerta",0,1460,974,2434,0.0
"Primary motor",("Ventral anterior" AND (nuclei OR nucleus)),11,3194,226,3420,0.00321637426901
Subgranular,Temporoparietal,0,632,1460,2092,0.0
("Red nucleus"),Subthalam*,130,2246,3999,6245,0.0208166533227
(Periventricular AND (nuclei OR nucleus)),"Stria terminalis",323,2172,2407,4579,0.0705394190871
Ambiguus,("Nucleus gracilis" OR "gracile nucleus"),10,1206,364,1570,0.00636942675159
Ambiguus,(Inferior AND collicul*),27,1189,4256,5445,0.00495867768595
Cerebellum,"Medial frontal",109,65291,1486,66777,0.00163229854591
(Intralaminar AND (nuclei OR nucleus)),("Ventral posterolateral" AND (nuclei OR nucleus)),7,1093,141,1234,0.00567260940032
"Lateral geniculate",(Septal AND (nuclei OR nucleus)),46,5134,4614,9748,0.00471891670086
"Lateral geniculate",Pineal,18,5162,14385,19547,0.000920857420576
(Intralaminar AND (nuclei OR nucleus)),("Red nucleus"),12,1088,2364,3452,0.00347624565469
"Lateral geniculate","Medial geniculate",116,5064,1133,6197,0.0187187348717
"Lateral geniculate",("Posterior nucleus" AND hypothalamus),9,5171,58,5229,0.00172117039587
"Lateral geniculate","Thalamic reticular",110,5070,490,5560,0.0197841726619
"Diagonal band of Broca",Insula*,15,880,17158,18038,0.000831577780242
Cingulate,"Indusium griseum",11,11093,66,11159,0.000985751411417
"Basal forbrain","Middle frontal",0,1,1028,1029,0.0
"Basal forbrain",Pineal,0,1,14403,14404,0.0
"Broca's area","Inferior temporal",20,674,1691,2365,0.00845665961945
"Broca's area",("Posterior nucleus" AND hypothalamus),0,694,67,761,0.0
"Broca's area",Caudate,21,673,18780,19453,0.001079525009
"Broca's area",Parahippocamp*,11,683,2648,3331,0.00330231161813
Cingulum,Infralimbic,1,684,495,1179,0.000848176420696
("Heschl's gyrus" OR "Transverse temporal"),"Posterior cingulate",6,1142,1896,3038,0.0019749835418
Claustrum,("Locus coeruleus" OR "locus ceruleus"),705,82036,6934,88970,0.00792401933236
Claustrum,Hypothalam*,6001,76740,101548,178288,0.0336590236023
Claustrum,"Medial geniculate",132,82609,1117,83726,0.00157657119652
Hypothalam*,(Septal AND (nuclei OR nucleus)),1336,106213,3324,109537,0.0121967919516
Hippocamp*,(Intralaminar AND (nuclei OR nucleus)),88,104006,1012,105018,0.000837951589251
("Inferior olive" OR "Inferior olivary"),("Medial dorsal" AND nucl*),5,2375,108,2483,0.00201369311317
"Inferior temporal","Olfactory bulb",3,1708,11208,12916,0.000232270052648
"Inferior temporal",("Nucleus gracilis" OR "gracile nucleus"),0,1711,374,2085,0.0
"Inferior parietal lobule",Subiculum,81,715,98160,98875,0.000819216182048
"Interstitial nucleus","Pontine nuclei",12,502,786,1288,0.00931677018634
Hippocamp*,"Lingual gyrus",36,104058,218,104276,0.000345237638575
("Nucleus cuneatus" OR "cuneate nucleus"),("Posterior nucleus" AND hypothalamus),1,691,66,757,0.00132100396301
("Medial dorsal" AND nucl*),"Pontine nuclei",3,110,795,905,0.00331491712707
"Olfactory bulb","Piriform cortex",427,10784,1316,12100,0.0352892561983
"Nucleus accumbens",(Raphe AND (nuclei OR nucleus)),413,12132,7908,20040,0.0206087824351
"Medial frontal",Subgranular,0,1595,632,2227,0.0
Pons,Pulvinar,38,25546,1095,26641,0.0014263728839
"Posterior parahippocampal gyrus","Substantia nigra",0,41,19387,19428,0.0
(Periventricular AND (nuclei OR nucleus)),"Posterior cingulate",2,2493,1900,4393,0.000455269747325
"Medial geniculate",Operculum,1,1248,925,2173,0.000460193281178
Ambiguus,(Dorsomedial AND hypothal*),28,1188,2111,3299,0.00848742043043
"Amygdala",("Locus coeruleus" OR "locus ceruleus"),738,22619,6901,29520,0.025
Ambiguus,Pineal,1,1215,14402,15617,6.40327847858e-05
Ambiguus,"Posterior parietal",0,1216,2154,3370,0.0
"Amygdala",Subgranular,16,23341,616,23957,0.000667863254999
"Angular gyrus",Caudate,20,482,18781,19263,0.00103825987645
"Angular gyrus",Orbitofrontal,16,486,2980,3466,0.00461627236007
"Anterior cingulate",("Ventral anterior" AND (nuclei OR nucleus)),14,5788,223,6011,0.0023290633838
Cerebellum,"Superior temporal",280,65120,3827,68947,0.00406109040277
(Intralaminar AND (nuclei OR nucleus)),"Ventromedial prefrontal",0,1100,3,1103,0.0
"Basal forbrain",Cingulate,0,1,11104,11105,0.0
"Lateral geniculate","Superior frontal",1,5179,1090,6269,0.000159515074175
"Dorsolateral prefrontal","Thalamic reticular",0,3004,600,3604,0.0
Cerebellum,(Intralaminar AND (nuclei OR nucleus)),49,65351,1051,66402,0.000737929580434
"Diagonal band of Broca","Primary motor",0,895,3205,4100,0.0
Fusiform,"Posterior cingulate",93,5362,1809,7171,0.0129689025241
"Globus pallidus","Ventral tegmentum",7,8099,278,8377,0.000835621344157
"Globus pallidus","Visual extrastriate",3,8103,1531,9634,0.000311397135146
Caudate,"Middle frontal",78,18723,950,19673,0.0039648248869
("Heschl's gyrus" OR "Transverse temporal"),(Medulla OR "medulla oblongata"),11,1137,50811,51948,0.00021175021175
Caudate,"Inferior parietal lobule",39,18762,757,19519,0.00199805317895
"Dentate gyrus","Middle frontal",3,11440,1025,12465,0.000240673886883
"Inferior frontal",Striatum,105,2707,58835,61542,0.00170615189627
"Inferior frontal",(Superior AND collicul*),7,2805,10077,12882,0.000543393882937
(Inferior AND collicul*),"Pontine nuclei",93,4190,705,4895,0.0189989785495
("Inferior olive" OR "Inferior olivary"),Infralimbic,2,2378,494,2872,0.000696378830084
("Mammillary body" OR "Mammillary bodies),(Periventricular AND (nuclei OR nucleus)),45,1324,2450,3774,0.0119236883943
("Nucleus cuneatus" OR "cuneate nucleus"),"Superior frontal",0,692,1091,1783,0.0
"Medial geniculate","Olfactory bulb",25,1224,11186,12410,0.00201450443191
"Medial geniculate",Pineal,8,1241,14395,15636,0.000511639805577
"Medial geniculate",periaqueductal,36,1213,4540,5753,0.00625760472797
Infralimbic,"Superior frontal",0,496,1091,1587,0.0
"Pontine nuclei","Thalamic reticular",6,792,594,1386,0.004329004329
"Paracentral lobule","Zona incerta",0,65,974,1039,0.0
"Posterior cingulate","Primary auditory",7,1895,1862,3757,0.0018631887144
"Middle temporal","Posterior parahippocampal gyrus",1,1636,40,1676,0.000596658711217
"Piriform cortex","Posterior parietal",1,1742,2153,3895,0.000256739409499
Pineal,("Ventral posterolateral" AND (nuclei OR nucleus)),0,14403,148,14551,0.0
"Posterior parietal","Visual extrastriate",60,2094,1474,3568,0.0168161434978
"Piriform cortex",("Ventral anterior" AND (nuclei OR nucleus)),1,1742,236,1978,0.000505561172902
"Superior frontal","Visual cortex",31,1060,22849,23909,0.00129658287674
"Inferior frontal",(Septal AND (nuclei OR nucleus)),1,2811,4659,7470,0.000133868808568
Ambiguus,Precuneus,0,1216,1220,2436,0.0
"Calcarine fissure",(Cochlear AND (nuclei OR nucleus)),0,103,5307,5410,0.0
"Anterior cingulate",("Medial dorsal" AND nucl*),9,5793,104,5897,0.00152619976259
Cerebellum,"Wernicke's area",7,65393,244,65637,0.000106647165471
"Dorsolateral prefrontal",(Periventricular AND (nuclei OR nucleus)),1,3003,2494,5497,0.000181917409496
"Dorsolateral prefrontal","Zona incerta",3,3001,971,3972,0.000755287009063
Fusiform,"Nucleus basalis",7,5448,1840,7288,0.00096048298573
(Dorsomedial AND hypothal*),Hippocamp*,230,1909,103864,105773,0.00217446796441
"Basal forbrain","Nucleus accumbens",0,1,12545,12546,0.0
Entorhinal,periaqueductal,44,5503,4532,10035,0.00438465371201
(Dorsomedial AND hypothal*),Pulvinar,9,2130,1124,3254,0.00276582667486
"Broca's area",(Intralaminar AND (nuclei OR nucleus)),0,694,1100,1794,0.0
("Gustatory cortex" OR "gustatory area"),"Paracentral lobule",0,153,65,218,0.0
("Heschl's gyrus" OR "Transverse temporal"),Putamen,5,1143,10744,11887,0.000420627576344
"Broca's area",("Ventral posterolateral" AND (nuclei OR nucleus)),0,694,148,842,0.0
("Heschl's gyrus" OR "Transverse temporal"),"Piriform cortex",0,1148,1743,2891,0.0
Cingulate,Precuneus,662,10442,558,11000,0.0601818181818
Claustrum,Subiculum,9780,72961,88461,161422,0.0605865371511
"Dentate gyrus","Zona incerta",28,11415,946,12361,0.00226518890057
Hypothalam*,Precuneus,12,107537,1208,108745,0.000110349901145
("Inferior olive" OR "Inferior olivary"),(Superior AND collicul*),169,2211,9915,12126,0.013936994887
"Globus pallidus",Hippocamp*,847,7259,103247,110506,0.00766474218594
"Globus pallidus","Indusium griseum",1,8105,76,8181,0.000122234445667
Hippocamp*,Subthalam*,191,103903,3938,107841,0.00177112600959
"Inferior parietal lobule",(Medulla OR "medulla oblongata"),2,794,50820,51614,3.874917658e-05
"Lingual gyrus","Paracentral lobule",3,251,62,313,0.00958466453674
("Mammillary body" OR "Mammillary bodies),Operculum,0,1369,926,2295,0.0
"Nucleus basalis","Primary sensory",7,1840,3003,4843,0.00144538509189
("Nucleus cuneatus" OR "cuneate nucleus"),"Visual cortex",1,691,22879,23570,4.24268137463e-05
("Medial dorsal" AND nucl*),"Posterior parahippocampal gyrus",0,113,41,154,0.0
"Olfactory bulb",Perirhinal,47,11164,1153,12317,0.00381586425266
(Medulla OR "medulla oblongata"),"Paracentral lobule",0,50822,65,50887,0.0
Parahippocamp*,"Thalamic reticular",1,2658,599,3257,0.000307031010132
Perirhinal,"Posterior parietal",16,1184,2138,3322,0.0048163756773
"Postcentral gyrus","Pontine nuclei",0,531,798,1329,0.0
Operculum,"Piriform cortex",3,923,1740,2663,0.00112654900488
("Locus coeruleus" OR "locus ceruleus"),(Superior AND collicul*),197,7442,9887,17329,0.0113682266721
"Postcentral gyrus","Visual cortex",13,518,22867,23385,0.000555911909344
"Paracentral lobule",periaqueductal,0,65,4576,4641,0.0
(Periventricular AND (nuclei OR nucleus)),("Ventral posteromedial" AND (nuclei OR nucleus)),1,2494,111,2605,0.000383877159309
"Middle temporal",Putamen,45,1592,10704,12296,0.0036597267404
"Piriform cortex","Superior temporal",4,1739,4103,5842,0.000684697021568
Precuneus,"Visual cortex",63,1157,22817,23974,0.00262784683407
Prefrontal,"Substantia nigra",430,23671,18957,42628,0.0100872665853
Cingulate,"Medial frontal",523,10581,1072,11653,0.0448811464859
"Calcarine fissure","Inferior frontal",0,103,2812,2915,0.0
("Centromedian" AND (nuclei OR nucleus)),"Posterior parahippocampal gyrus",0,216,41,257,0.0
(Intralaminar AND (nuclei OR nucleus)),Temporoparietal,2,1098,1458,2556,0.000782472613459
"Diagonal band of Broca","Indusium griseum",4,891,73,964,0.00414937759336
"Diagonal band of Broca",(Septal AND (nuclei OR nucleus)),276,619,4384,5003,0.0551668998601
(Dorsomedial AND hypothal*),"Posterior parietal",2,2137,2152,4289,0.000466309162975
"Broca's area",Hypothalam*,3,691,107546,108237,2.7716954461e-05
"Broca's area",(Cochlear AND (nuclei OR nucleus)),1,693,5306,5999,0.000166694449075
"Broca's area",Cingulum,3,691,682,1373,0.00218499635834
("Centromedian" AND (nuclei OR nucleus)),("Nucleus gracilis" OR "gracile nucleus"),0,216,374,590,0.0
(Cochlear AND (nuclei OR nucleus)),"Middle temporal",0,5307,1637,6944,0.0
Cingulum,"Superior temporal",24,661,4083,4744,0.00505902192243
Hypothalam*,("Nucleus cuneatus" OR "cuneate nucleus"),40,107509,652,108161,0.000369819066022
(Cochlear AND (nuclei OR nucleus)),"Primary motor",0,5307,3205,8512,0.0
"Globus pallidus","Lateral geniculate",30,8076,5150,13226,0.00226825948889
Entorhinal,"Zona incerta",16,5531,958,6489,0.00246571120358
"Globus pallidus","Olfactory bulb",153,7953,11058,19011,0.00804797222661
Hippocamp*,Premotor,118,103976,4611,108587,0.00108668625158
"Lingual gyrus",Subthalam*,1,253,4128,4381,0.000228258388496
("Nucleus cuneatus" OR "cuneate nucleus"),"Paracentral lobule",0,692,65,757,0.0
Infralimbic,"Nucleus basalis",2,494,1845,2339,0.000855066267636
("Nucleus cuneatus" OR "cuneate nucleus"),"Posterior cingulate",0,692,1902,2594,0.0
"Nucleus basalis","Superior temporal",13,1834,4094,5928,0.00219298245614
Infralimbic,("Straight gyrus" OR "gyrus rectus"),0,496,130,626,0.0
"Middle frontal","Visual cortex",37,991,22843,23834,0.00155240412856
Perirhinal,Putamen,37,1163,10712,11875,0.00311578947368
Insula*,Pulvinar,45,17128,1088,18216,0.00247035573123
Operculum,"Primary sensory",8,918,3002,3920,0.00204081632653
"Nucleus accumbens",Precuneus,7,12538,1213,13751,0.00050905388699
"Medial frontal",Temporoparietal,13,1582,1447,3029,0.00429184549356
Orbitofrontal,("Ventral anterior" AND (nuclei OR nucleus)),3,2993,234,3227,0.00092965602727
("Posterior nucleus" AND hypothalamus),Subgranular,0,67,632,699,0.0
("Straight gyrus" OR "gyrus rectus"),"Thalamic reticular",0,130,600,730,0.0
Temporoparietal,Thalamus,63,1397,42819,44216,0.00142482359327
"Primary motor","Ventromedial prefrontal",0,3205,3,3208,0.0
Thalamus,"Ventromedial prefrontal",0,42882,3,42885,0.0
Subiculum,"Superior frontal",110,98131,981,99112,0.00110985551699
"Angular gyrus",Subiculum,44,458,98197,98655,0.000445998682277
("Centromedian" AND (nuclei OR nucleus)),Pineal,0,216,14403,14619,0.0
(Dorsomedial AND hypothal*),("Nucleus gracilis" OR "gracile nucleus"),7,2132,367,2499,0.00280112044818
"Lateral geniculate","Primary motor",2,5178,3203,8381,0.000238635007756
(Cochlear AND (nuclei OR nucleus)),"Ventral tegmentum",0,5307,285,5592,0.0
"Diagonal band of Broca",("Gustatory cortex" OR "gustatory area"),0,895,153,1048,0.0
(Dorsomedial AND hypothal*),periaqueductal,187,1952,4389,6341,0.029490616622
"Diagonal band of Broca","Superior temporal",2,893,4105,4998,0.000400160064026
"Globus pallidus","Substantia nigra",2276,5830,17111,22941,0.0992110195719
("Gustatory cortex" OR "gustatory area"),Pineal,0,153,14403,14556,0.0
"Broca's area",("Nucleus gracilis" OR "gracile nucleus"),0,694,374,1068,0.0
("Centromedian" AND (nuclei OR nucleus)),(Dorsomedial AND hypothal*),5,211,2134,2345,0.00213219616205
Cingulate,("Red nucleus"),29,11075,2347,13422,0.00216063179854
(Inferior AND collicul*),("Medial dorsal" AND nucl*),4,4279,109,4388,0.000911577028259
Hypothalam*,Operculum,11,107538,915,108453,0.00010142642435
"Inferior parietal lobule","Primary sensory",3,793,3007,3800,0.000789473684211
"Inferior parietal lobule",("Nucleus gracilis" OR "gracile nucleus"),0,796,374,1170,0.0
"Interstitial nucleus",Premotor,36,478,4693,5171,0.00696190292013
"Lingual gyrus",Pulvinar,2,252,1131,1383,0.00144613159798
"Interstitial nucleus","Nucleus basalis",1,513,1846,2359,0.000423908435778
("Mammillary body" OR "Mammillary bodies),"Supplementary motor",1,1,2361,2362,0.000423370025402
("Nucleus gracilis" OR "gracile nucleus"),Putamen,3,371,10746,11117,0.000269856975803
("Nucleus gracilis" OR "gracile nucleus"),Pulvinar,0,374,1133,1507,0.0
"Medial geniculate","Zona incerta",37,1212,937,2149,0.0172173103769
periaqueductal,Premotor,54,4522,4675,9197,0.00587147983038
Parahippocamp*,"Supplementary motor",36,2623,2325,4948,0.00727566693614
periaqueductal,("Red nucleus"),90,4486,2286,6772,0.01329001772
"Pontine nuclei",Premotor,12,786,4717,5503,0.00218062874796
(Medulla OR "medulla oblongata"),"Thalamic reticular",10,50812,590,51402,0.00019454495934
"Pontine nuclei","Superior temporal",13,785,4094,4879,0.00266448042632
Operculum,("Red nucleus"),1,925,2375,3300,0.00030303030303
Orbitofrontal,Subthalam*,20,2976,4109,7085,0.00282286520819
("Posterior nucleus" AND hypothalamus),Prefrontal,3,64,24098,24162,0.000124161907127
("Posterior nucleus" AND hypothalamus),"Primary motor",0,67,3205,3272,0.0
Perirhinal,"Superior temporal",37,1163,4070,5233,0.00707051404548
"Primary auditory","Superior frontal",2,1867,1089,2956,0.000676589986468
"Primary auditory",Suprachiasmatic,1,1868,6025,7893,0.000126694539465
"Piriform cortex","Primary motor",4,1739,3201,4940,0.00080971659919
Prefrontal,Pulvinar,69,24032,1064,25096,0.00274944214217
Subiculum,("Ventral anterior" AND (nuclei OR nucleus)),11,98230,226,98456,0.000111725034533
periaqueductal,"Supplementary motor",16,4560,2345,6905,0.00231716147719
Ambiguus,("Mammillary body" OR "Mammillary bodies),2,1214,1367,2581,0.00077489345215
"Angular gyrus","Calcarine fissure",0,502,103,605,0.0
"Angular gyrus",(Cochlear AND (nuclei OR nucleus)),0,502,5307,5809,0.0
"Angular gyrus","Olfactory bulb",0,502,11211,11713,0.0
"Angular gyrus","Lateral geniculate",0,502,5180,5682,0.0
"Anterior cingulate",(Periventricular AND (nuclei OR nucleus)),14,5788,2481,8269,0.00169307050429
"Angular gyrus","Inferior temporal",43,459,1668,2127,0.0202162670428
"Basal forbrain","Dorsolateral prefrontal",0,1,3004,3005,0.0
"Lateral geniculate",Parahippocamp*,13,5167,2646,7813,0.00166389351082
"Dorsolateral prefrontal",("Heschl's gyrus" OR "Transverse temporal"),4,3000,1144,4144,0.000965250965251
"Diagonal band of Broca",Putamen,39,856,10710,11566,0.00337195227391
(Dorsomedial AND hypothal*),Entorhinal,36,2103,5511,7614,0.00472813238771
Entorhinal,"Medial frontal",29,5518,1566,7084,0.0040937323546
("Gustatory cortex" OR "gustatory area"),"Nucleus basalis",1,152,1846,1998,0.000500500500501
Caudate,Parahippocamp*,116,18685,2543,21228,0.00546448087432
("Centromedian" AND (nuclei OR nucleus)),"Indusium griseum",0,216,77,293,0.0
("Centromedian" AND (nuclei OR nucleus)),"Medial frontal",0,216,1595,1811,0.0
Claustrum,"Middle frontal",82,82659,946,83605,0.000980802583578
Cingulum,Subthalam*,3,682,4126,4808,0.000623960066556
("Gustatory cortex" OR "gustatory area"),"Superior temporal",4,149,4103,4252,0.000940733772342
Hypothalam*,Pons,2627,104922,22957,127879,0.0205428569194
"Dentate gyrus",("Straight gyrus" OR "gyrus rectus"),0,11443,130,11573,0.0
("Locus coeruleus" OR "locus ceruleus"),"Lingual gyrus",0,7639,254,7893,0.0
Insula*,Putamen,377,16796,10372,27168,0.0138766195524
("Mammillary body" OR "Mammillary bodies),"Posterior parahippocampal gyrus",2,2,41,43,0.046511627907
periaqueductal,"Posterior parahippocampal gyrus",0,4576,41,4617,0.0
Infralimbic,("Superior olive" OR "superior olivary"),0,496,1257,1753,0.0
"Middle temporal","Nucleus accumbens",7,1630,12538,14168,0.000494071146245
"Pontine nuclei","Stria terminalis",15,783,2715,3498,0.00428816466552
Operculum,"Visual cortex",34,892,22846,23738,0.00143230263712
"Medial frontal",(Superior AND collicul*),11,1584,10073,11657,0.000943639015184
("Locus coeruleus" OR "locus ceruleus"),Pons,4573,3066,21011,24077,0.189932300536
"Paracentral lobule",("Straight gyrus" OR "gyrus rectus"),0,65,130,195,0.0
Orbitofrontal,"Primary sensory",16,2980,2994,5974,0.00267827251423
("Posterior nucleus" AND hypothalamus),(Superior AND collicul*),9,58,10075,10133,0.000888187111418
"Posterior cingulate",Subgranular,0,1902,632,2534,0.0
Perirhinal,"Thalamic reticular",2,1198,598,1796,0.0011135857461
"Primary sensory",("Ventral posterior" AND (nuclei OR nucleus)),9,3001,347,3348,0.00268817204301
"Middle temporal",Prefrontal,235,1402,23866,25268,0.00930030077568
"Posterior parietal","Ventromedial prefrontal",0,2154,3,2157,0.0
"Thalamic reticular",("Ventral posterolateral" AND (nuclei OR nucleus)),2,598,146,744,0.00268817204301
